id,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,state,color
8460,42179,2020,BMW,Golf,good,other,electric,87889,salvage,automatic,FL,white
6528,52413,2008,Mercedes,Impala,fair,3 cylinders,diesel,170626,rebuilt,,CA,black
3418,6474,2013,Toyota,Focus,good,4 cylinders,,56689,,,NY,
479,38833,1997,,,good,,gas,174627,rebuilt,manual,CA,gray
1323,43219,2018,,Civic,good,3 cylinders,electric,240302,rebuilt,manual,TX,blue
8270,28953,2012,Hyundai,Golf,fair,,diesel,84651,salvage,,PA,other
9866,10947,2005,Toyota,Focus,salvage,6 cylinders,,105254,salvage,,NY,white
2694,26932,2006,Mercedes,,good,,electric,114443,salvage,,FL,other
961,24574,2021,,,,,diesel,109590,clean,manual,TX,
6359,71925,1998,,,fair,4 cylinders,electric,185004,,manual,TX,
6345,3143,2014,Nissan,Focus,good,,hybrid,99096,salvage,,NC,silver
7781,58394,2001,Honda,Corolla,like new,,hybrid,138066,clean,manual,OH,
4286,35708,2004,Hyundai,3 Series,fair,3 cylinders,electric,99497,,manual,TX,other
7506,2328,1995,BMW,Focus,salvage,8 cylinders,diesel,50893,clean,,NY,black
3853,62454,2007,Toyota,Corolla,good,,electric,13332,clean,manual,OH,green
7234,3912,2016,,3 Series,fair,6 cylinders,gas,212573,,manual,MI,red
1881,31848,2014,Mercedes,C-Class,fair,4 cylinders,electric,103164,,automatic,NC,white
8669,58366,1998,Ford,Elantra,good,other,electric,104588,,automatic,NY,other
3675,22107,1999,Hyundai,Altima,like new,3 cylinders,,190635,,,GA,green
7947,39562,2021,Chevrolet,,good,other,,204504,rebuilt,manual,MI,blue
3272,64841,2004,,Civic,salvage,3 cylinders,hybrid,158384,rebuilt,automatic,GA,
2540,15740,2001,Toyota,C-Class,good,8 cylinders,diesel,240702,clean,,NY,black
4206,46702,2010,Chevrolet,Altima,salvage,other,gas,49050,,automatic,NY,red
9453,17062,2018,Honda,3 Series,fair,,hybrid,209799,salvage,manual,PA,blue
2192,31325,2011,Volkswagen,Focus,,8 cylinders,,22716,salvage,,NY,black
6754,37324,2010,,,fair,,electric,218257,,manual,IL,red
6396,23088,2010,,Golf,excellent,,diesel,5565,rebuilt,automatic,IL,green
3027,63401,2010,Kia,C-Class,salvage,,gas,121271,,,PA,green
2762,35611,1999,Mercedes,,,8 cylinders,electric,188707,rebuilt,,MI,gray
4622,24120,2013,Mercedes,Rio,,3 cylinders,,169774,,,GA,silver
7137,3614,2008,,Altima,good,4 cylinders,diesel,119877,clean,manual,IL,gray
5346,63543,2008,BMW,,good,,hybrid,38736,rebuilt,manual,TX,silver
8535,69203,2005,,C-Class,good,other,electric,201678,,,OH,black
1263,29983,2001,Volkswagen,3 Series,like new,8 cylinders,gas,208371,salvage,automatic,GA,silver
2463,24972,2016,,,excellent,other,hybrid,177898,salvage,manual,GA,blue
4829,72069,2007,Mercedes,Corolla,excellent,8 cylinders,,16596,,manual,OH,blue
9009,75460,2021,Honda,,fair,8 cylinders,hybrid,154040,rebuilt,manual,MI,green
5484,53353,2005,Hyundai,Focus,good,8 cylinders,,246373,rebuilt,manual,PA,black
9992,17411,2017,Nissan,Focus,salvage,8 cylinders,gas,201190,,automatic,TX,silver
238,68175,2004,Volkswagen,Corolla,like new,4 cylinders,hybrid,204781,,automatic,GA,white
3796,10758,2009,Toyota,,like new,8 cylinders,electric,86726,rebuilt,,PA,black
3697,9925,1996,,Elantra,excellent,6 cylinders,gas,16228,salvage,automatic,NC,blue
6898,13731,1997,Chevrolet,Rio,,other,electric,157419,,automatic,CA,white
8393,1968,2007,Nissan,,fair,3 cylinders,gas,226169,,,OH,silver
4368,14691,2022,,Civic,like new,4 cylinders,hybrid,100559,salvage,,OH,white
3317,60057,2016,Toyota,Golf,fair,4 cylinders,gas,186182,rebuilt,automatic,TX,silver
3080,15216,2020,,Focus,like new,6 cylinders,,200293,salvage,,IL,silver
8608,43419,2007,Toyota,C-Class,fair,3 cylinders,electric,125892,clean,automatic,CA,green
7402,18571,2004,Toyota,3 Series,like new,other,hybrid,120622,rebuilt,manual,CA,green
4266,59370,2005,Kia,Rio,excellent,6 cylinders,,125732,,manual,IL,silver
1001,19233,2008,Hyundai,,good,4 cylinders,electric,244745,salvage,automatic,NY,
3997,69806,1997,,Altima,excellent,,diesel,70889,rebuilt,automatic,MI,white
3481,1752,2005,Chevrolet,Impala,excellent,6 cylinders,gas,161104,rebuilt,,TX,gray
3131,72074,2009,Volkswagen,3 Series,fair,6 cylinders,hybrid,241749,rebuilt,manual,NY,gray
7955,25925,2017,BMW,Rio,good,8 cylinders,diesel,62527,salvage,,IL,black
9024,3953,2005,Toyota,C-Class,,other,electric,79932,salvage,,FL,silver
5715,16638,2014,,Golf,,other,,119099,,manual,IL,
4376,39580,2011,BMW,Golf,salvage,4 cylinders,gas,249253,salvage,automatic,PA,green
9488,,2013,Chevrolet,Elantra,like new,3 cylinders,,24163,salvage,manual,GA,white
7826,9747,2017,Ford,Elantra,excellent,3 cylinders,hybrid,39371,rebuilt,manual,MI,other
346,46515,2006,Hyundai,Golf,excellent,3 cylinders,gas,178679,rebuilt,,PA,silver
2665,72624,2022,Nissan,Corolla,,8 cylinders,electric,53897,rebuilt,automatic,PA,gray
1321,24531,2014,Mercedes,3 Series,like new,other,electric,147232,clean,automatic,NC,black
5490,51524,2003,Mercedes,Golf,salvage,8 cylinders,hybrid,195243,,automatic,TX,red
4016,72604,2016,,C-Class,good,4 cylinders,electric,125052,salvage,manual,FL,black
6551,31916,2005,Nissan,Elantra,fair,3 cylinders,diesel,96089,rebuilt,,NY,silver
9748,41667,2019,Toyota,Elantra,good,6 cylinders,hybrid,213429,rebuilt,automatic,CA,gray
3749,23427,2020,Mercedes,Golf,excellent,,gas,217493,clean,manual,CA,black
4280,48062,2010,Toyota,Corolla,excellent,other,diesel,111928,salvage,automatic,MI,green
6775,20947,2019,Honda,Rio,good,3 cylinders,hybrid,239756,clean,manual,OH,black
6040,40879,2000,Ford,Impala,fair,8 cylinders,,4401,,manual,CA,white
8323,23171,1997,BMW,,like new,4 cylinders,electric,55465,salvage,,TX,
2660,78856,2000,Chevrolet,Focus,,3 cylinders,diesel,8225,clean,,CA,red
4548,29501,2017,Chevrolet,,salvage,6 cylinders,hybrid,203760,clean,manual,FL,other
6091,57604,1998,Ford,Elantra,,4 cylinders,electric,84569,rebuilt,manual,NY,green
2365,56633,2011,Volkswagen,Golf,excellent,,gas,96269,salvage,automatic,TX,white
1612,17982,2002,Hyundai,Impala,like new,other,electric,19891,,manual,IL,black
4153,73896,2013,,3 Series,,,hybrid,17572,salvage,,TX,black
738,35480,2008,Honda,Elantra,salvage,3 cylinders,diesel,125362,,,TX,white
6053,32979,2008,BMW,Rio,like new,4 cylinders,,,clean,automatic,TX,silver
4629,68947,2004,BMW,Elantra,like new,,gas,54153,clean,manual,NY,red
5883,69890,2006,Chevrolet,,like new,3 cylinders,diesel,90426,salvage,automatic,MI,gray
2834,13463,1995,Chevrolet,C-Class,like new,4 cylinders,hybrid,223133,salvage,,OH,white
4394,20282,1999,,Golf,fair,other,hybrid,158565,rebuilt,automatic,IL,green
2496,50725,2000,Mercedes,Altima,good,4 cylinders,,33543,,automatic,IL,gray
8968,74198,2001,Toyota,C-Class,like new,6 cylinders,diesel,184881,salvage,automatic,NC,red
6542,14691,2002,,Altima,good,4 cylinders,electric,143153,rebuilt,automatic,NY,silver
7953,78515,1998,Volkswagen,Focus,,other,hybrid,112676,rebuilt,,TX,black
4692,47799,2012,,Elantra,salvage,8 cylinders,gas,5927,clean,,OH,blue
8413,13546,2001,Ford,Rio,fair,3 cylinders,diesel,52954,rebuilt,manual,PA,gray
7272,49638,2021,Kia,Rio,excellent,other,gas,180667,salvage,,IL,gray
4834,17146,2005,Nissan,Golf,good,,,8162,rebuilt,,FL,blue
2102,63092,2012,Ford,Focus,salvage,3 cylinders,hybrid,246308,clean,automatic,NY,silver
7297,5998,2010,Hyundai,C-Class,fair,,diesel,94315,rebuilt,,CA,black
2155,27713,2002,Toyota,Altima,,,hybrid,10278,clean,,CA,other
7721,65537,2018,Mercedes,Altima,fair,4 cylinders,electric,62648,salvage,automatic,FL,
7540,34849,2016,Kia,Impala,good,,gas,211910,,manual,GA,other
4250,62058,2011,Nissan,Rio,good,6 cylinders,,105254,salvage,automatic,CA,gray
5417,12805,2018,Mercedes,Focus,salvage,,diesel,242733,rebuilt,automatic,NY,other
4137,19419,2022,Volkswagen,Elantra,,3 cylinders,diesel,19295,,automatic,TX,silver
6213,22943,2004,Volkswagen,Altima,fair,other,gas,119823,clean,manual,PA,white
3195,27154,1996,Kia,3 Series,salvage,4 cylinders,hybrid,3300,clean,,MI,white
3218,78289,2004,Ford,3 Series,excellent,,diesel,24060,clean,manual,GA,black
5163,42580,2011,Hyundai,Focus,,3 cylinders,,229089,,,NC,silver
2167,4390,2011,Mercedes,Corolla,salvage,4 cylinders,electric,14910,,,NC,gray
6026,67236,2017,Volkswagen,,,4 cylinders,gas,107431,,manual,TX,silver
6862,40879,2008,Nissan,,like new,8 cylinders,electric,168459,clean,automatic,NY,green
8457,15858,2009,Kia,C-Class,like new,3 cylinders,,123811,clean,automatic,OH,green
4071,69767,1997,Honda,Civic,fair,4 cylinders,hybrid,102831,,manual,GA,other
3003,34584,2012,BMW,3 Series,excellent,4 cylinders,diesel,95288,clean,,IL,
2243,990,1997,BMW,Focus,like new,8 cylinders,gas,162928,salvage,manual,NC,
1927,26151,2016,Honda,Elantra,salvage,4 cylinders,hybrid,49040,,,NY,black
6896,23313,2015,Nissan,Corolla,salvage,3 cylinders,,200960,salvage,manual,NY,other
3586,49834,2003,Honda,C-Class,good,6 cylinders,hybrid,5194,,,CA,
7757,21725,2008,Hyundai,,good,other,hybrid,177898,,manual,PA,black
9523,35498,2008,Ford,Corolla,good,other,hybrid,217310,rebuilt,,IL,black
3548,79136,2019,Honda,Altima,fair,4 cylinders,,168929,clean,,NC,green
180,35940,2017,BMW,Impala,,other,hybrid,45630,,automatic,NC,
1042,47215,2002,Ford,Altima,like new,3 cylinders,gas,245256,clean,automatic,MI,blue
6971,27490,2016,,Golf,good,,,20315,salvage,manual,MI,
4647,40166,2001,Kia,Golf,like new,3 cylinders,hybrid,67530,,manual,OH,gray
1741,15761,2019,Nissan,Golf,fair,,diesel,115353,,,PA,gray
7089,59510,2006,Chevrolet,Civic,salvage,8 cylinders,diesel,227652,,automatic,PA,blue
3711,3627,2005,Nissan,3 Series,salvage,8 cylinders,diesel,124730,,manual,NC,
3016,17076,2000,Chevrolet,Golf,good,3 cylinders,gas,55550,rebuilt,,FL,white
8040,51452,2011,Volkswagen,Corolla,,other,hybrid,208468,clean,,IL,blue
634,17423,2017,Honda,3 Series,like new,6 cylinders,gas,182267,salvage,,TX,gray
8006,66555,2008,Mercedes,Focus,salvage,,gas,9936,salvage,manual,FL,green
11,37698,2002,BMW,Focus,,3 cylinders,electric,237918,salvage,,IL,silver
9256,71101,2013,Kia,C-Class,,6 cylinders,hybrid,131112,rebuilt,automatic,NY,white
3187,27639,2011,Hyundai,3 Series,,6 cylinders,gas,181213,,automatic,IL,white
2062,12626,2015,Toyota,Civic,like new,4 cylinders,electric,94850,rebuilt,manual,NC,black
8719,59682,2002,Toyota,Civic,salvage,,gas,200240,clean,automatic,NY,blue
706,14521,2006,,Civic,good,3 cylinders,electric,190881,salvage,automatic,OH,
668,37861,2014,Volkswagen,Elantra,,,electric,211752,rebuilt,manual,MI,
1897,18102,2016,,,fair,6 cylinders,electric,106672,clean,automatic,MI,black
7788,995,2010,Ford,Elantra,fair,8 cylinders,diesel,38935,rebuilt,,TX,blue
7728,3120,1998,Toyota,Rio,fair,3 cylinders,hybrid,99245,rebuilt,automatic,NC,white
1103,78372,2020,Chevrolet,Rio,salvage,3 cylinders,diesel,42646,salvage,automatic,TX,black
2361,992,2020,BMW,Corolla,excellent,4 cylinders,hybrid,243030,salvage,manual,GA,white
3018,54021,2004,Ford,Civic,,,hybrid,8614,,manual,MI,red
9305,4345,2006,BMW,Altima,,other,diesel,36261,,,NY,
8935,36635,2021,Mercedes,Impala,good,6 cylinders,hybrid,14070,rebuilt,,CA,
7858,44126,2014,Honda,Altima,salvage,3 cylinders,hybrid,211130,,manual,TX,red
2626,74106,2016,BMW,,,,electric,53239,rebuilt,manual,OH,gray
1064,22616,2005,Chevrolet,Golf,,other,,75802,rebuilt,automatic,GA,silver
6713,52849,2008,Toyota,Civic,like new,4 cylinders,gas,8445,rebuilt,automatic,CA,green
4129,23919,1998,BMW,Civic,good,3 cylinders,,1140,,,NC,red
6272,54074,2006,Volkswagen,Elantra,,3 cylinders,diesel,249389,clean,manual,NC,gray
407,67813,1999,Hyundai,3 Series,excellent,other,diesel,85169,,manual,PA,black
5298,66133,2019,,Civic,fair,4 cylinders,diesel,244088,,manual,TX,white
399,42300,2014,Toyota,3 Series,fair,3 cylinders,hybrid,114640,rebuilt,,GA,gray
6646,32876,2005,Nissan,Elantra,good,6 cylinders,hybrid,90273,rebuilt,,NY,green
2218,7991,2002,Kia,Rio,excellent,8 cylinders,,175318,rebuilt,manual,PA,silver
2152,25779,2016,,3 Series,salvage,,electric,160282,clean,,CA,gray
9680,35803,1996,Volkswagen,C-Class,,6 cylinders,hybrid,235878,salvage,manual,NC,silver
6540,48397,1996,,Focus,like new,,diesel,22144,clean,manual,GA,other
5272,61154,2012,Hyundai,Elantra,,other,diesel,39399,salvage,manual,NC,green
2684,24282,2000,Nissan,,like new,6 cylinders,diesel,121514,,manual,FL,blue
7634,76602,2004,Toyota,Rio,good,3 cylinders,electric,167507,salvage,automatic,IL,red
7283,61997,2009,Ford,Altima,like new,8 cylinders,electric,139258,clean,,NC,black
3370,45837,2007,Ford,,excellent,6 cylinders,electric,25896,,automatic,TX,green
2137,30931,2010,Honda,Altima,good,3 cylinders,electric,96957,,automatic,CA,red
9040,65381,2012,,Civic,excellent,4 cylinders,gas,191431,,,CA,blue
763,47436,2013,Honda,Corolla,salvage,,hybrid,151504,rebuilt,automatic,MI,
6443,5386,2017,Chevrolet,,,3 cylinders,diesel,44767,rebuilt,automatic,OH,white
6624,44764,2000,Mercedes,C-Class,,other,,3514,,automatic,CA,white
7794,56397,2007,Mercedes,Altima,like new,3 cylinders,diesel,245646,clean,automatic,PA,white
5655,78067,2008,Toyota,Altima,excellent,8 cylinders,electric,35071,salvage,automatic,NC,
4066,6941,2022,Mercedes,,like new,6 cylinders,gas,230771,rebuilt,,TX,other
74,9715,2018,Toyota,Corolla,fair,3 cylinders,gas,235136,,automatic,NY,green
4900,9960,2017,Chevrolet,3 Series,excellent,other,gas,187093,salvage,manual,IL,silver
8715,79061,2022,,Altima,like new,6 cylinders,diesel,13388,salvage,,MI,silver
9790,29430,1998,Honda,Corolla,salvage,8 cylinders,diesel,110058,,manual,CA,white
3734,57826,2022,Volkswagen,Civic,excellent,other,diesel,198266,salvage,automatic,CA,silver
8346,64856,2006,,Focus,excellent,4 cylinders,electric,23349,salvage,automatic,FL,green
4284,38828,2022,Hyundai,Altima,fair,other,gas,47616,salvage,automatic,PA,black
4650,3301,2014,Honda,,salvage,other,,138087,clean,,CA,
6303,19206,2001,Toyota,Rio,salvage,6 cylinders,hybrid,193637,rebuilt,,FL,other
7132,9936,2007,,C-Class,salvage,6 cylinders,hybrid,71442,,,NY,white
2750,19300,2014,Toyota,Altima,like new,8 cylinders,hybrid,234111,,manual,IL,gray
950,21938,1995,,Elantra,like new,4 cylinders,gas,184560,rebuilt,manual,GA,
9260,77034,2006,BMW,Altima,,6 cylinders,diesel,230549,,manual,GA,
190,20816,2014,Ford,Altima,fair,4 cylinders,gas,83847,salvage,,PA,gray
3379,15693,2014,Chevrolet,Altima,,,gas,153539,rebuilt,automatic,PA,other
2502,,2017,Toyota,Corolla,,6 cylinders,gas,203348,clean,automatic,OH,silver
2771,16232,2003,Chevrolet,Elantra,fair,3 cylinders,gas,17290,,manual,IL,green
3923,54411,1996,,Corolla,,6 cylinders,diesel,198408,rebuilt,automatic,IL,blue
4998,63016,2008,Hyundai,Elantra,salvage,,gas,193260,salvage,manual,TX,blue
7789,8369,2010,Mercedes,Elantra,salvage,8 cylinders,,19433,clean,manual,OH,
6688,72410,2016,Ford,Altima,,other,diesel,220111,,automatic,OH,silver
5762,20456,2013,Ford,Golf,excellent,3 cylinders,hybrid,94564,,manual,NC,blue
3021,73073,2013,Hyundai,,like new,8 cylinders,diesel,10156,rebuilt,manual,IL,other
8229,64984,1998,Hyundai,Altima,excellent,,electric,145159,rebuilt,automatic,CA,white
4072,78426,2005,Mercedes,Focus,good,4 cylinders,,214842,clean,manual,TX,gray
1663,15206,2022,Volkswagen,Civic,salvage,6 cylinders,gas,140540,clean,manual,FL,
1337,73491,2002,Hyundai,Impala,salvage,other,diesel,9198,clean,manual,GA,blue
2241,72178,1995,,C-Class,excellent,,diesel,145976,,automatic,NC,
2159,27855,2018,Honda,Corolla,excellent,,electric,245497,rebuilt,automatic,GA,other
1953,993,2006,Hyundai,Elantra,good,3 cylinders,diesel,131843,,automatic,GA,red
6229,33124,2012,Nissan,3 Series,fair,4 cylinders,,2101,salvage,manual,NY,blue
5404,22173,2014,Toyota,3 Series,excellent,6 cylinders,,91145,salvage,automatic,GA,white
2657,25635,2006,Chevrolet,Civic,fair,4 cylinders,,58897,clean,automatic,PA,green
9906,18768,2022,Kia,Elantra,good,4 cylinders,electric,177841,,,CA,other
2799,53296,1996,Nissan,Focus,good,8 cylinders,hybrid,152477,clean,,OH,white
689,24806,2012,Mercedes,,excellent,,hybrid,206957,clean,manual,FL,gray
5587,52642,2005,Ford,Altima,excellent,3 cylinders,,64528,rebuilt,,OH,other
1588,37567,2010,Chevrolet,,excellent,4 cylinders,,150717,clean,automatic,OH,silver
9500,70652,2009,Nissan,Focus,fair,,gas,231531,salvage,,GA,blue
6257,34298,2004,Ford,,fair,other,,25952,clean,manual,NY,other
9217,16959,1996,,Civic,fair,,hybrid,27304,rebuilt,manual,MI,white
4819,27507,2014,Mercedes,Focus,,8 cylinders,electric,201166,salvage,automatic,PA,blue
3167,41986,2019,Mercedes,,salvage,other,diesel,167676,rebuilt,manual,MI,red
8164,5486,2002,BMW,C-Class,good,3 cylinders,,220158,clean,,CA,gray
2110,13607,2019,Chevrolet,Corolla,excellent,other,hybrid,121097,salvage,automatic,MI,silver
7969,58154,2017,Kia,Civic,good,other,,208580,salvage,manual,NC,white
7499,32799,2018,Volkswagen,Focus,excellent,8 cylinders,diesel,11984,rebuilt,automatic,OH,other
5140,74569,2005,Nissan,,excellent,other,hybrid,148676,rebuilt,,FL,silver
9958,5225,2012,,Corolla,salvage,other,hybrid,166333,rebuilt,manual,IL,red
8632,45138,2015,,Impala,fair,6 cylinders,electric,242395,salvage,manual,MI,silver
7420,5444,2003,BMW,3 Series,,3 cylinders,diesel,105042,salvage,automatic,PA,green
6963,34427,2016,Mercedes,,salvage,6 cylinders,hybrid,206364,salvage,automatic,IL,green
3214,74637,1996,,Impala,,3 cylinders,gas,173467,clean,,FL,green
6699,9960,2002,Hyundai,C-Class,excellent,4 cylinders,hybrid,226799,,,GA,other
8254,54887,1995,Mercedes,,salvage,3 cylinders,electric,83679,,manual,IL,red
1885,59899,2009,Chevrolet,Civic,salvage,8 cylinders,,199356,rebuilt,manual,TX,blue
3050,58336,2007,Volkswagen,Altima,salvage,8 cylinders,diesel,147877,clean,automatic,TX,white
7589,50132,2016,Mercedes,,like new,6 cylinders,,129597,rebuilt,manual,GA,green
7404,26291,2000,BMW,,excellent,6 cylinders,diesel,246655,clean,manual,IL,red
2809,42899,2013,Ford,Impala,salvage,other,hybrid,200328,rebuilt,manual,PA,red
7985,56674,2012,Hyundai,Impala,like new,4 cylinders,electric,121593,rebuilt,,NY,other
6638,33880,2003,Mercedes,,fair,4 cylinders,,28947,rebuilt,,IL,
9467,20676,1997,Kia,Focus,fair,6 cylinders,hybrid,62688,clean,manual,OH,green
5689,20044,1996,BMW,Golf,good,6 cylinders,,237244,clean,,MI,red
3793,75421,2018,,C-Class,like new,8 cylinders,,100986,,automatic,NY,red
8891,34671,2013,Hyundai,Focus,salvage,,hybrid,152895,salvage,manual,FL,silver
3480,7873,2010,Honda,,excellent,4 cylinders,hybrid,116785,salvage,,CA,
1669,39571,2017,Ford,Golf,fair,3 cylinders,,105221,rebuilt,manual,NC,gray
6153,22576,2012,Mercedes,C-Class,fair,6 cylinders,gas,191226,,automatic,IL,gray
582,74343,1998,Mercedes,Altima,good,,diesel,147978,salvage,manual,MI,white
9706,30463,1999,Ford,3 Series,like new,,gas,70781,,manual,NC,green
8221,19756,2001,,,excellent,other,electric,180029,clean,automatic,NC,red
9882,6947,2022,Ford,C-Class,excellent,other,,86288,,automatic,NY,blue
653,27550,2019,Toyota,3 Series,like new,4 cylinders,gas,218478,,,FL,white
3528,24835,2013,Volkswagen,Impala,like new,,gas,100161,,manual,CA,
8215,64409,2014,Mercedes,Altima,good,other,hybrid,30529,salvage,manual,TX,white
7511,49132,1995,,Rio,fair,3 cylinders,hybrid,30330,rebuilt,manual,IL,green
4015,30577,2011,BMW,Focus,like new,,electric,230404,rebuilt,,OH,
201,3581,1996,Nissan,,good,other,gas,17290,salvage,,MI,gray
1972,79880,2012,Nissan,,like new,other,diesel,18200,rebuilt,,NC,green
727,47741,2016,,Altima,like new,4 cylinders,electric,233425,salvage,,CA,
2985,2383,1998,Nissan,Rio,salvage,8 cylinders,hybrid,11984,rebuilt,manual,TX,
7991,60848,1997,Nissan,C-Class,excellent,4 cylinders,,239607,clean,automatic,NY,
5642,19022,2019,Ford,,fair,3 cylinders,electric,230987,clean,automatic,NC,black
1256,57135,2019,,Impala,excellent,,hybrid,246222,,,FL,green
4617,13806,1997,,Corolla,fair,3 cylinders,diesel,60596,clean,automatic,OH,white
5712,45546,2008,Honda,Rio,,,,12709,,automatic,PA,black
5218,14770,1997,Mercedes,Golf,excellent,,,174794,clean,manual,PA,white
4056,26439,2020,Hyundai,Civic,excellent,6 cylinders,,213447,,,TX,white
7206,47598,1996,Honda,Civic,salvage,8 cylinders,gas,158312,,,FL,silver
9966,50624,2006,Ford,,,8 cylinders,gas,58449,rebuilt,automatic,FL,black
14,9270,2016,BMW,3 Series,good,4 cylinders,gas,,rebuilt,automatic,CA,blue
907,14231,2000,BMW,C-Class,excellent,other,,50519,salvage,manual,FL,other
5648,21311,2002,Nissan,Civic,good,,electric,201213,,automatic,NY,
7474,17405,2017,Hyundai,Impala,fair,,,223202,salvage,automatic,GA,blue
5395,14015,2010,Hyundai,Golf,good,other,,20287,rebuilt,,FL,white
3425,29297,2011,Toyota,Corolla,,4 cylinders,diesel,199560,clean,,MI,black
4201,63074,2019,Mercedes,Altima,good,4 cylinders,electric,8857,,,MI,blue
4659,63356,1995,,Corolla,excellent,3 cylinders,gas,189175,salvage,automatic,PA,red
3259,23053,2016,Hyundai,Impala,like new,4 cylinders,gas,247702,clean,manual,TX,silver
7403,78428,2011,Volkswagen,Corolla,like new,6 cylinders,diesel,89151,rebuilt,automatic,NC,white
9676,26423,2014,Volkswagen,C-Class,,8 cylinders,diesel,32597,rebuilt,automatic,TX,silver
3719,12095,2015,BMW,Corolla,fair,3 cylinders,diesel,109072,clean,automatic,FL,other
7671,75557,2007,Honda,,excellent,,hybrid,3667,salvage,automatic,CA,other
1361,57624,1995,Nissan,Corolla,excellent,8 cylinders,,41943,salvage,automatic,MI,
9814,55045,2007,Kia,Elantra,like new,other,diesel,124018,clean,automatic,NC,gray
902,42350,2009,Volkswagen,Civic,,6 cylinders,,248392,,automatic,FL,white
3537,58108,2022,BMW,Elantra,fair,3 cylinders,electric,117926,salvage,manual,PA,gray
6836,60908,1999,Ford,C-Class,,other,diesel,49968,rebuilt,manual,MI,blue
1814,36031,2007,Chevrolet,,good,6 cylinders,diesel,48577,rebuilt,manual,CA,
7453,,2001,Ford,Impala,fair,6 cylinders,diesel,11679,rebuilt,,MI,gray
9770,60312,1997,Chevrolet,Elantra,excellent,,gas,169096,,,MI,silver
8952,802,1999,Chevrolet,Corolla,fair,other,hybrid,189799,clean,,NY,silver
2176,62675,1997,,Rio,salvage,8 cylinders,electric,223434,,manual,CA,other
629,21418,2003,,Impala,,3 cylinders,electric,46096,,,IL,black
2431,38184,2002,Kia,Civic,good,6 cylinders,electric,121013,clean,automatic,CA,other
1738,46115,2021,Hyundai,Focus,excellent,4 cylinders,diesel,4909,clean,manual,OH,blue
3430,6844,2012,Chevrolet,Corolla,excellent,3 cylinders,hybrid,15699,clean,automatic,TX,other
5005,72646,2009,Toyota,Corolla,fair,3 cylinders,electric,84651,clean,automatic,TX,blue
4411,7138,2021,Volkswagen,Civic,salvage,other,diesel,131480,rebuilt,,TX,blue
353,46599,2001,Honda,Impala,like new,3 cylinders,diesel,131865,clean,,NY,silver
4722,15529,2012,Toyota,Altima,like new,3 cylinders,diesel,146670,,automatic,FL,
1915,17423,2015,BMW,Civic,salvage,,gas,200308,rebuilt,,CA,gray
1106,75307,2002,,Corolla,excellent,6 cylinders,electric,158079,,automatic,FL,
8477,55124,2013,Chevrolet,Altima,like new,,hybrid,160684,,,PA,blue
2803,17790,2018,Nissan,Rio,fair,4 cylinders,gas,189219,clean,,FL,other
2471,78577,2013,BMW,,good,,hybrid,71884,rebuilt,,TX,black
551,78540,2003,Mercedes,3 Series,excellent,6 cylinders,diesel,9005,salvage,manual,TX,silver
5933,21308,2008,Toyota,Altima,excellent,6 cylinders,electric,73686,rebuilt,manual,NY,gray
3009,15572,2008,BMW,Impala,like new,3 cylinders,gas,239557,rebuilt,manual,PA,blue
2875,36645,2020,Volkswagen,Corolla,,,gas,187040,rebuilt,manual,PA,
9803,20809,1999,Chevrolet,,good,other,gas,179269,rebuilt,automatic,IL,blue
9782,40887,1995,Mercedes,3 Series,,3 cylinders,electric,45753,clean,manual,MI,green
7155,67130,2019,Kia,Impala,like new,6 cylinders,electric,129562,,,IL,silver
9623,4755,2019,Chevrolet,Impala,excellent,3 cylinders,electric,147511,rebuilt,,TX,
2954,62637,2019,BMW,,good,3 cylinders,,245984,,,NC,green
6021,26689,1998,,3 Series,excellent,other,electric,234041,salvage,automatic,PA,other
7554,51169,2005,Nissan,C-Class,excellent,6 cylinders,gas,227277,,automatic,GA,gray
8503,3411,2008,Chevrolet,Focus,fair,3 cylinders,,140896,,,CA,green
1175,4380,1997,Volkswagen,,like new,8 cylinders,gas,188653,clean,manual,NC,
4459,46103,2006,Mercedes,,excellent,,,78188,rebuilt,manual,IL,blue
3986,26885,1995,Kia,,,4 cylinders,gas,94280,,manual,IL,green
3801,35160,2004,Mercedes,Elantra,good,6 cylinders,electric,42461,,,CA,blue
3761,79936,1999,,Civic,fair,other,hybrid,209767,clean,automatic,MI,blue
5596,53833,2017,Chevrolet,Focus,good,3 cylinders,hybrid,178926,clean,,PA,gray
7971,50311,2019,Nissan,3 Series,like new,3 cylinders,diesel,105878,clean,,MI,other
6175,79964,2001,Chevrolet,Impala,,6 cylinders,electric,32666,,manual,GA,other
6823,65308,2017,BMW,Impala,,6 cylinders,electric,180587,salvage,automatic,TX,green
8978,29818,2000,Mercedes,Altima,,8 cylinders,diesel,210818,rebuilt,automatic,NC,white
632,15529,2018,Honda,C-Class,,4 cylinders,diesel,155857,rebuilt,automatic,OH,silver
2916,2896,2010,Volkswagen,Rio,like new,,gas,123565,clean,automatic,NY,white
8890,48017,2007,Ford,Focus,like new,8 cylinders,diesel,187621,clean,,GA,
6763,58553,2020,Ford,3 Series,salvage,6 cylinders,hybrid,71173,,manual,NC,blue
8305,32466,2021,,3 Series,fair,4 cylinders,hybrid,187980,,automatic,TX,
